2026/08/21 11:55:38.759, 0, 1
2026/08/21 11:55:39.811, 0, 113
2026/08/21 11:55:40.860, 0, 113
2026/08/21 11:55:41.909, 63, 5611
2026/08/21 11:55:42.973, 45, 6245
2026/08/21 11:55:44.019, 51, 6363
2026/08/21 11:55:45.067, 99, 6363
2026/08/21 11:55:46.115, 98, 6363
2026/08/21 11:55:47.163, 99, 6363
2026/08/21 11:55:48.211, 29, 6363
2026/08/21 11:55:49.254, 42, 6363
2026/08/21 11:55:50.299, 99, 6363
2026/08/21 11:55:51.343, 99, 6363
2026/08/21 11:55:52.387, 98, 6363
2026/08/21 11:55:53.453, 91, 6363
2026/08/21 11:55:54.499, 98, 6363
2026/08/21 11:55:55.567, 99, 6363
2026/08/21 11:55:56.621, 14, 6365
2026/08/21 11:55:57.685, 99, 6365
2026/08/21 11:55:58.731, 97, 6365
2026/08/21 11:55:59.776, 98, 6365
2026/08/21 11:56:00.823, 90, 6365
2026/08/21 11:56:01.885, 99, 6365
2026/08/21 11:56:02.932, 26, 6365
2026/08/21 11:56:03.979, 98, 6365
2026/08/21 11:56:05.027, 98, 6365
2026/08/21 11:56:06.076, 98, 6365
2026/08/21 11:56:07.141, 94, 6365
2026/08/21 11:56:08.187, 98, 6365
2026/08/21 11:56:09.231, 99, 6365
2026/08/21 11:56:10.294, 20, 6365
2026/08/21 11:56:11.339, 97, 6365
2026/08/21 11:56:12.387, 99, 6365
2026/08/21 11:56:13.435, 84, 6365
2026/08/21 11:56:14.501, 99, 6365
2026/08/21 11:56:15.547, 98, 6365
2026/08/21 11:56:16.595, 98, 6365
2026/08/21 11:56:17.677, 98, 6365
2026/08/21 11:56:18.724, 98, 6365
2026/08/21 11:56:19.771, 98, 6365
2026/08/21 11:56:20.819, 92, 6365
2026/08/21 11:56:21.867, 98, 6365
2026/08/21 11:56:22.915, 0, 6365
2026/08/21 11:56:23.959, 99, 6365
2026/08/21 11:56:25.025, 99, 6365
2026/08/21 11:56:26.071, 99, 6365
2026/08/21 11:56:27.119, 99, 6365
2026/08/21 11:56:28.185, 99, 6365
2026/08/21 11:56:29.231, 99, 6365
2026/08/21 11:56:30.275, 93, 6365
2026/08/21 11:56:31.323, 99, 6365
2026/08/21 11:56:32.371, 99, 6365
2026/08/21 11:56:33.456, 45, 6365
2026/08/21 11:56:34.503, 98, 6365
2026/08/21 11:56:35.565, 99, 6365
2026/08/21 11:56:36.612, 99, 6365
2026/08/21 11:56:37.659, 91, 6365
2026/08/21 11:56:38.703, 99, 6365
2026/08/21 11:56:39.751, 98, 6365
2026/08/21 11:56:40.799, 27, 6365
2026/08/21 11:56:41.843, 98, 6365
2026/08/21 11:56:42.887, 99, 6365
2026/08/21 11:56:43.949, 88, 6365
2026/08/21 11:56:44.995, 99, 6365
2026/08/21 11:56:46.039, 99, 6365
2026/08/21 11:56:47.084, 0, 6365
2026/08/21 11:56:48.131, 98, 6365
2026/08/21 11:56:49.179, 98, 6365
2026/08/21 11:56:50.227, 99, 6365
2026/08/21 11:56:51.275, 100, 6365
2026/08/21 11:56:52.323, 92, 6365
2026/08/21 11:56:53.371, 99, 6365
2026/08/21 11:56:54.415, 99, 6365
2026/08/21 11:56:55.481, 36, 6365
2026/08/21 11:56:56.527, 0, 6365
2026/08/21 11:56:57.575, 99, 6365
2026/08/21 11:56:58.619, 99, 6365
2026/08/21 11:56:59.668, 99, 6365
2026/08/21 11:57:00.716, 91, 6365
2026/08/21 11:57:01.763, 90, 6365
2026/08/21 11:57:02.811, 97, 6365
2026/08/21 11:57:03.878, 9, 6365
2026/08/21 11:57:04.923, 98, 6365
2026/08/21 11:57:05.971, 98, 6365
2026/08/21 11:57:07.015, 98, 6365
2026/08/21 11:57:08.059, 85, 6365
2026/08/21 11:57:09.107, 98, 6365
2026/08/21 11:57:10.151, 98, 6365
2026/08/21 11:57:11.195, 0, 6365
2026/08/21 11:57:12.243, 98, 6365
2026/08/21 11:57:13.287, 99, 6365
2026/08/21 11:57:14.335, 98, 6365
2026/08/21 11:57:15.383, 32, 6365
2026/08/21 11:57:16.427, 98, 6365
2026/08/21 11:57:17.471, 99, 6365
2026/08/21 11:57:18.520, 99, 6365
2026/08/21 11:57:19.567, 88, 6365
2026/08/21 11:57:20.611, 98, 6365
2026/08/21 11:57:21.659, 99, 6365
2026/08/21 11:57:22.703, 46, 6365
2026/08/21 11:57:23.751, 98, 6365
2026/08/21 11:57:24.800, 98, 6365
2026/08/21 11:57:25.847, 77, 6365
2026/08/21 11:57:26.891, 99, 6365
2026/08/21 11:57:27.939, 99, 6365
2026/08/21 11:57:29.024, 98, 6365
2026/08/21 11:57:30.089, 98, 6365
2026/08/21 11:57:31.135, 99, 6365
2026/08/21 11:57:32.184, 0, 149
